lemma,upos,lexical_class
поселение,NOUN,specialized
посередине,ADV,general
посетитель,NOUN,general
посечь,VERB,everyday
посещаемость,NOUN,general
посещение,NOUN,general
посиделки,NOUN,specialized
посидеть,VERB,general
поскользнуться,VERB,everyday
поскольку,SCONJ,general
после,ADP,general
после,ADV,everyday
последний,ADJ,general
последовательно,ADV,general
последовательность,NOUN,specialized
последствие,NOUN,general
последующий,ADJ,specialized
пословица,NOUN,everyday
послушать,VERB,general
посмеиваться,VERB,everyday
посмеяться,VERB,everyday
посмотреть,VERB,general
пособие,NOUN,general
посоветовать,VERB,general
посоветоваться,VERB,everyday
посольство,NOUN,general
посошок,NOUN,everyday
поспать,VERB,everyday
поспешно,ADV,everyday
посполита,PROPN,specialized
поспорить,VERB,general
поспрашивать,VERB,general
посреди,ADP,general
посредник,NOUN,general
поссориться,VERB,everyday
пост,NOUN,everyday
поставить,VERB,everyday
поставка,NOUN,general
поставлять,VERB,specialized
поставщик,NOUN,general
постановка,NOUN,general
постановочный,ADJ,everyday
постельный,ADJ,everyday
постепенно,ADV,general
постепенный,ADJ,general
постирать,VERB,everyday
постный,ADJ,everyday
посторонний,ADJ,general
постоянно,ADV,general
постоянный,ADJ,general
постоять,VERB,everyday
пострадать,VERB,general
построение,NOUN,specialized
построить,VERB,general
постройка,NOUN,everyday
посттравматический,ADJ,specialized
поступать,VERB,general
поступить,VERB,general
поступление,NOUN,general
поступок,NOUN,general
постыдный,ADJ,general
посуда,NOUN,everyday
посуточно,ADV,everyday
посылка,NOUN,everyday
посыпать,VERB,general
посёлок,NOUN,specialized
потенциал,NOUN,general
потенциально,ADV,specialized
потенциальный,ADJ,general
потепление,NOUN,general
потерпеть,VERB,everyday
потеря,NOUN,general
потерянный,VERB,everyday
потерять,VERB,general
потечь,VERB,everyday
потихоньку,ADV,everyday
поток,NOUN,general
потолок,NOUN,general
потом,ADV,everyday
потомок,NOUN,specialized
потому,ADV,general
потоп,NOUN,specialized
поторговаться,VERB,everyday
поточный,ADJ,general
потратить,VERB,everyday
потребитель,NOUN,specialized
потребительский,ADJ,general
потребление,NOUN,general
потреблять,VERB,general
потребность,NOUN,general
потрясающий,ADJ,everyday
потрясение,NOUN,specialized
потянуться,VERB,everyday
потёк,NOUN,everyday
потёмкин,PROPN,specialized
поучать,VERB,specialized
поучительный,ADJ,everyday
похвала,NOUN,everyday
похлопывать,VERB,everyday
поход,NOUN,general
похоже,ADV,everyday
похожий,ADJ,general
похолодание,NOUN,everyday
похолодать,VERB,everyday
похоронный,ADJ,specialized
похороны,NOUN,everyday
поцелуй,NOUN,general
почасовой,ADJ,everyday
почва,NOUN,specialized
почему,ADV,general
почему-то,ADV,general
почесть,VERB,everyday
починить,VERB,general
почистить,VERB,everyday
почитать,VERB,everyday
почка,NOUN,everyday
почта,NOUN,general
почти,ADV,general
почтовый,ADJ,everyday
почувствовать,VERB,general
пошевелить,VERB,everyday
пошлина,NOUN,everyday
пошутить,VERB,everyday
поэзия,NOUN,general
поэма,NOUN,specialized
поэт,NOUN,general
поэтапно,ADV,general
поэтому,ADV,general
появиться,VERB,general
появление,NOUN,general
появляться,VERB,general
пояс,NOUN,general
пояснение,NOUN,general
пояснить,VERB,general
поясница,NOUN,general
пояснять,VERB,specialized
правда,ADV,everyday
правда,NOUN,general
правдивый,ADJ,specialized
правдоподобный,ADJ,general
правило,NOUN,general
правильно,ADV,general
правильный,ADJ,general
правитель,NOUN,specialized
правительство,NOUN,general
править,VERB,specialized
правление,NOUN,specialized
право,NOUN,general
правовой,ADJ,general
правозащитный,ADJ,general
правомочный,ADJ,everyday
правообладатель,NOUN,specialized
православный,ADJ,general
правый,ADJ,general
прага,PROPN,everyday
прагматичный,ADJ,specialized
праздник,NOUN,everyday
праздничный,ADJ,everyday
праздновать,VERB,everyday
практика,NOUN,general
практиковать,VERB,everyday
практиковаться,VERB,specialized
практически,ADV,general
практический,ADJ,general
прах,NOUN,specialized
пребывание,NOUN,specialized
превратить,VERB,general
превратиться,VERB,general
превращать,VERB,general
превращаться,VERB,general
превысить,VERB,general
превышать,VERB,general
превышение,NOUN,everyday
предание,NOUN,specialized
преданный,ADJ,everyday
предать,VERB,everyday
предбанник,NOUN,everyday
предварительно,ADV,everyday
предварительный,ADJ,general
преддверие,NOUN,general
предел,NOUN,general
предлагать,VERB,general
предложение,NOUN,general
предложить,VERB,general
предмет,NOUN,general
предметный,ADJ,general
предназначить,VERB,general
предоплата,NOUN,general
предоставлять,VERB,specialized
предотвратить,VERB,general
предотвращение,NOUN,specialized
предполагаемый,ADJ,specialized
предполагать,VERB,specialized
предположение,NOUN,general
предположительно,ADV,general
предположить,VERB,general
предпосылка,NOUN,specialized
